46|2|what number is obtained by adding the units digits of 734 ^ 100 and 347 ^ 83 ?|7|8|9|10|8
47|2|in two triangles , the ratio of the areas is 4 : 3 and the ratio of their heights is 3 : 4 . find the ratio of their bases .|2 : 3'|'4 : 5'|'16 : 9'|'7 : 9'|'4 : 5'
48|2|a trader sells 40 metres of cloth for rs . 8200 at a profit of rs . 15 per metre of cloth . how much profit will the trder earn on 40 metres of cloth ?|rs . 950|rs . 1500|rs . 600|rs . 1200|rs . 1500
49|2|what is the probability of drawing a queen from a deck of 52 cards ?|4 / 13|1 / 13|4|1|1 / 13
50|2|a thief goes away with a santro car at a speed of 50 kmph . the theft has been discovered after half an hour and the owner sets off in a bike at 60 kmph when will the owner over take the thief from the start ?|2|5|7|5|5
51|2|the average weight of 18 boys in a class is 50.25 kg and that of the remaining 8 boys is 45.15 kg . find the average weights of all the boys in the class .|48.68077|42.25983|50|51.25388|42.25983
52|2|the ratio of the area of a square to that of the square drawn on its diagonal is|1 : 2|1 : 0|1 : 7|1 : 5|1 : 0
53|2|a 4 digit number divisible by 7 becomes divisible by 3 when 19 is added to it . the largest such number is :|4461|4473|4479|4487|4473
54|2|what is the probability for a family with 3 children to have a girl and two boys ( assuming the probability of having a boy or a girl is equal ) ?|1 / 8|1 / 4|1 / 2|3 / 8|1 / 4
55|2|a manufacturer produces a certain men ' s athletic shoe in integer sizes from 8 to 17 . for this particular shoe , each unit increase in size corresponds to a 1 / 5 - inch increase in the length of the shoe . if the largest size of this shoe is 30 % longer than the smallest size , how long , in inches , is the shoe in size 15 ?|6.8|7.4|7.7|8.2|7.4
56|2|"if x + | x | + y = 7 and x + | y | - y = 5 what is x + y = ?"|1|- 1|3|5|- 1
57|2|a 240 m long train running at the speed of 120 km / hr crosses another train running in opposite direction at the speed of 80 km / hr in 9 sec . what is the length of the other train ?|260|250|240|230|250
58|2|34 . the side surface of a cylinder is rolled with a rectangular plate . if the perimeter of the circular base is 9 feet , and the diagonal of the rectangular plate was 15 ft . what is height of the of the cylinder ?|['12'|'15'|'10'|'8'|'15'
59|2|what quantity of water should be added to reduce 9 liters of 50 % acidic liquid to 30 % acidic liquid ?|6 liters|8 liters|10 liters|12 liters|8 liters
60|2|a man gains 20 % by selling an article for a certain price . if the sells it at double the price , the percentage of profit will be :|327|140|277|178|140
61|2|a and b can together finish a work in 40 days . they worked together for 10 days and then b left . after another 18 days , a finished the remaining work . in how many days a alone can finish the job ?|10|24|60|30|24
62|2|a student gets 55 % in one subject , 65 % in the other . to get an overall of 55 % how much should get in third subject .|75 %|25 %|45 %|55 %|25 %
63|2|in an election between two candidates , the winner has a margin of 10 % of the votes polled . if 4000 people change their mind and vote for the loser , the loser would have won by a margin of 10 % of the votes polled . find the total number of votes polled in the election ?|16000|10000|40000|12000|10000
64|2|there are 28 stations between ernakulam and chennai . how many second class tickets have to be printed , so that a passenger can travel from one station to any other station ?|800|820|850|870|820
65|2|what percent is 7 gm of 1 kg ?|0.7 %|0.5 %|2.5 %|3.5 %|0.5 %
66|2|the wages earned by robin is 40 % more than that earned by erica . the wages earned by charles is 60 % more than that earned by erica . how much percent is the wages earned by charles more than that earned by robin ?|14 %|23 %|30 %|50 %|23 %
67|2|half a number plus 7 is 11 . what is the number ?|8|9|10|11|9
68|2|if 5 % more is gained by selling an article for rs . 1000 than by selling it for rs . 20 , the cost of the article is ?|127|1600|1200|1680|1600
69|2|of the total amount that jill spent on a shopping trip , excluding taxes , she spent 25 percent on clothing , 25 percent on food , and 50 percent on other items . if jill paid a 10 percent tax on the clothing , no tax on the food , and an 2 percent tax on all other items , then the total tax that she paid was what percent of the total amount that she spent , excluding taxes ?|3|4.5|4|3.5|4.5
70|2|in a certain pond , 55 fish were caught , tagged , and returned to the pond . a few days later , 55 fish were caught again , of which 2 were found to have been tagged . if the percent of tagged fish in the second catch approximates the percent of tagged fish in the pond , what ` s the approximate number of fish in the pond ?|400|625|1250|1528|625
71|2|how many 1 / 6 s are there in 37 1 / 2 ?|225|425|520|600|425
72|2|what is the smallest positive perfect square that is divisible by 4 , 9 , and 18 ?|36|81|144|625|81
73|2|the ratio between the present ages of a and b is 7 : 3 respectively . the ratio between a ' s age 4 years ago and b ' s age 4 years hence is 1 : 1 . what is the ratio between a ' s age 4 years hence and b ' s age 4 years ago ?|3 : 4|3 : 0|9 : 1|9 : 2|3 : 0
74|2|two vessels contains equal number of mixtures milk and water in the ratio 3 : 2 and 4 : 1 . both the mixtures are now mixed thoroughly . find the ratio of milk to water in the new mixture so obtained ?|1 : 3|9 : 13|5 : 11|7 : 3|9 : 13
75|2|from a pack of 52 cards , 1 card is drawn at random . what is the probability that a red king is drawn ?|1 / 2|1 / 4|1 / 13|1 / 26|1 / 4
76|2|if sharon ' s weekly salary increased by 15 percent , she would earn $ 460 per week . if instead , her weekly salary were to increase by 10 percent , how much would she earn per week ?|rs . 400|rs . 440|rs . 150|rs . 460|rs . 440
77|2|a fruit seller had some oranges . he sells 10 % oranges and still has 360 oranges . how many oranges he had originally ?|420|700|220|400|700
78|2|it is the new year and mandy has made a resolution to lose weight this year . she plans to exercise and do yoga . for exercise she plans to workout at the gym and ride her bicycle in the ratio of 2 : 3 everyday . she will also do yoga in the ratio , yoga : exercise = 2 : 3 . if she rides her bike for 10 minutes , how much time will she spend doing yoga ? ( rounded to minutes )|10 min .|41 min .|17 min .|23 min .|41 min .
79|2|the length of the bridge , which a train 180 metres long and travelling at 45 km / hr can cross in 30 seconds , is ?|876 m|157 m|195 m|156 m|157 m
80|2|the difference of 2 digit number & the number obtained by interchanging the digits is 36 . what is the difference the sum and the number if the ratio between the digits of the number is 1 : 2 ?|7|8|9|10|8
81|2|at the faculty of aerospace engineering , 312 students study random - processing methods , 232 students study scramjet rocket engines and 112 students study them both . if every student in the faculty has to study one of the two subjects , how many students are there in the faculty of aerospace engineering ?|424 .|428 .|430 .|432 .|428 .
82|2|if n = 2 ^ 0.20 and n ^ b = 16 , b must equal|3 / 80|3 / 5|20|5 / 3|3 / 5
83|2|a man buys an item at rs . 800 and sells it at the loss of 20 percent . then what is the selling price of that item|rs . 640|rs . 760|rs . 860|rs . 960|rs . 760
84|2|find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 14 per cubic meter ?|1386|2799|2890|1485|2799
85|2|the sum of digits of a two digit number is 13 , the difference between the digits is 5 . find the number|85|94|83|72|94
86|2|if 8 men or 12 women can do a piece of work in 25 days , in how many days can the same work be done by 6 men and 11 women ?|10 days|11 days|13 days|15 days|11 days
87|2|a train 125 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is :|10 km / hr|50 km / hr|14 km / hr|17 km / hr|50 km / hr
88|2|0.002 x 0.6 = ?|0.0012|0.001|0.01|0.1|0.001
89|2|find the average of all the number between 6 and 34 which are divisible by 5 .|18|20|24|30|20
90|2|if the wheel is 14 cm then the number of revolutions to cover a distance of 880 cm is ?|15|10|14|12|10
91|2|a and b can do a piece of work in 7 days , b and c in 8 days , c and a in 9 days . how long will c take to do it ?|14.1 days|18.8 days|21.4 days|24.3 days|18.8 days
92|2|oil cans x and y are right circular cylinders and the height and radius of y are each 5 times those of x . if the oil in can x filled to capacity sells for $ 1 , how much does the oil in y sell for if y is only 1 / 5 th filled ?|$ 25|$ 26|$ 27|$ 28|$ 26
93|2|what is the smallest positive integer x , such that 1,152 x is a perfect cube ?|4|6|8|12|6
94|2|cindy has her eye on a sundress but thinks it is too expensive . it goes on sale for 15 % less than the original price . before cindy can buy the dress , however , the store raises the new price by 25 % . if the dress cost $ 51 after it went on sale for 15 % off , what is the difference between the original price and the final price ?|$ 0.00|$ 1.00|$ 3.75|$ 5.00|$ 1.00
95|2|2 trains starting at the same time from 2 stations 200 km apart and going in opposite direction cross each other at a distance of 110 km from one of the stations . what is the ratio of their speeds ?|11 : 9|11 : 2|91 : 9|11 : 1|11 : 2
96|2|a grocer has a sale of rs . 4435 , rs . 4927 , rs . 4855 , rs . 5230 and rs . 4562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 4500 ?|1991|2991|3991|4521|2991
97|2|the set s consists of 5 numbers : { 1 , 2,3 , 4,5 } . if all possible subsets including the null set are created and one subset is chosen at random , what is the probability that the subset has 4 or 5 as its largest number ?|1 / 2|2 / 3|3 / 4|5 / 8|2 / 3
98|2|what is the sum of all 3 digit integers formed using the digits 34 and 5 ( repetition is allowed )|11982|11984|11985|11988|11984
99|2|two men are going along a track rail in the opposite direction . one goods train crossed the first person in 20 sec . after 10 min the train crossed the other person who is coming in opposite direction in 18 sec . after the train has passed , when the two persons will meet ?|95 minutes|90 minutes|88 minutes|95 minutes|90 minutes
100|2|what is the smallest positive integer x such that 108 x is the cube of a positive integer ?|2|4|8|10|4
101|2|there are 6 people in the elevator . their average weight is 150 lbs . another person enters the elevator , and increases the average weight to 151 lbs . what is the weight of the 7 th person .|157|168|189|190|168
102|2|if 11.25 m of a uniform steel rod weighs 42.75 kg . what will be the weight of 10 m of the same rod ?|38 kg|25.6 kg|28 kg|26.5 kg|25.6 kg
103|2|8 men can dig a pit in 20 days . if a man works half as much again a s a boy , then 4 men and 9 boys can dig a similar pit in :|10 days|12 days|15 days|16 days|12 days
104|2|a train is 410 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 140 meter length|20 seconds|44 seconds|40 seconds|50 seconds|44 seconds
105|2|the sum of the fourth and twelfth term of an arithmetic progression is 20 . what is the sum of the first 15 terms of the arithmetic progression ?|3|1 / 3|2|9|1 / 3
106|2|the average ( arithmetic mean ) of 4 positive integers is 50 . if the average of 2 of these integers is 40 , what is the greatest possible value that one of the other 2 integers can have ?|55|65|119|109|65
107|2|if f ( x ) = 3 x ^ 4 - 4 x ^ 3 - 2 x ^ 2 + 6 x , then f ( - 1 ) =|- 2|- 1|0|1|- 1
108|2|an uneducated retailer marks all his goods at 50 % above the cost price and thinking that he will still make 25 % profit , offers a discount of 25 % on the marked price . what is his actual profit on the sales ?|12.50 %|13.50 %|14 %|14.50 %|13.50 %
109|2|the mass of 1 cubic meter of a substance is 300 kg under certain conditions . what is the volume in cubic centimeters of 1 gram of this substance under these conditions ? ( 1 kg = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )|3.33|3.34|3.53|5.32|3.34
110|2|a dishonest person wants to make a profit on the selling of milk . he would like to mix water ( costing nothing ) with milk costing 33 $ per litre so as to make a profit of 50 % on cost when he sells the resulting milk and water mixture for 36 $ . in what ratio should he mix the water and milk ?|1 : 20|1 : 10|3 : 8|3 : 4|1 : 10
111|2|a train 520 m long can cross an electric pole in 20 sec and then find the speed of the train ?|88 kmph|94 kmph|72 kmph|16 kmph|94 kmph
112|2|in a particular state , 60 % of the counties received some rain on monday , and 65 % of the counties received some rain on tuesday . no rain fell either day in 25 % of the counties in the state . what percent of the counties received some rain on monday and tuesday ?|12.5 %|40 %|50 %|60 %|40 %
113|2|two boys starts from the same place walking at the rate of 5 kmph and 5.5 kmph respectively in the same direction . what time will they take to be 8.5 km apart ?|17 hr|14 hr|12 hr|19 hr|14 hr
114|2|two dogsled teams raced across a 300 mile course in wyoming . team a finished the course in 3 fewer hours than team q . if team a ' s average speed was 5 mph greater than team q ' s , what was team q ' s average mph ?|12|15|18|20|15
115|2|the h . c . f . of two numbers is 10 and the other two factors of their l . c . m . are 13 and 14 . the larger of the two numbers is :|100|120|180|140|120
116|2|a and b began business with rs . 3000 and rs . 4000 after 8 months , a withdraws rs . 1000 and b advances rs . 1000 more . at the end of the year , their profits amounted to rs . 672 find the share of a .|256|388|379|277|388
117|2|a cricketer whose bowling average is 12.4 runs per wicket takes 5 wickets for 26 runs and there by decreases his average by 0.4 . the number age of the family now is ?|17|98|88|85|98
118|2|a began business with rs . 27000 and was joined afterwards by b with rs . 54000 . when did b join if the profits at the end of the year were divided in the ratio of 2 : 1 ?|9|6|7|8|6
119|2|a , band c can do a piece of work in 11 days , 20 days and 20 days respectively , working alone . how soon can the work be done if a is assisted by band c on alternate days ?|7 days|8 days|9 days|10 days|8 days
120|2|let c be defined as the sum of all prime numbers between 0 and 38 . what is c / 3|155|76.6|61|47|76.6
121|2|out of 40 applicants to a law school , 15 majored in political science , 20 had a grade point average higher than 3.0 , and 10 did not major in political science and had a gpa equal to or lower than 3.0 . how many t applicants majored in political science and had a gpa higher than 3.0 ?|5|10|15|25|10
122|2|two numbers a and b are such that the sum of 5 % of a and 2 % of b is two - third of the sum of 6 % of a and 8 % of b . find the ratio of a : b .|2 : 1|1 : 2|4 : 3|10 : 3|1 : 2
123|2|a man invests some money partly in 9 % stock at 96 and partly in 12 % stock at 120 . to obtain equal dividends from both , he must invest the money in the ratio ?|16 : 18|16 : 13|16 : 15|16 : 12|16 : 13
124|2|x does a work in 20 days . y does the same work in 30 days . in how many days they together will do the same work ?|10|12|20|30|12
125|2|jack and jill are marathon runners . jack can finish a marathon ( 42 km ) in 3.5 hours and jill can run a marathon in 4.2 hours . what is the ratio of their average running speed ? ( jack : jill )|14 / 15|15 / 14|4 / 5|6 / 5|15 / 14
126|2|a container contains 1000 liters of milk , from this container 10 liters of milk was taken out and replaced by water . this process was repeated further 2 times . how much milk is now contained by the container ?|970.3 liters|1000.45 liters|879.65 liters|1020.56 liters|1000.45 liters
127|2|the workforce of company x is 60 % female . the company hired 20 additional male workers , and as a result , the percent of female workers dropped to 50 % . how many employees did the company have after hiring the additional male workers ?|145|188|189|190|188
128|2|the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 216 sq . cm , what is the width of the rectangle ?|12 cm|16 cm|18 cm|20 cm|16 cm
129|2|in an electric circuit , two resistors with resistances 3 ohm and 5 ohm are connected in parallel . in this case , if r is the combined resistance of these two resistors , then the reciprocal of r is equal to the sum of the reciprocals of two resistors . what is the value ?|['15 ohms'|'15 / 8 ohms'|'1 / 8 ohms'|'8 / 15 ohms'|'15 / 8 ohms'
130|2|a and b enterd into a partnership investing rs . 16000 and rs . 12000 respectively . after 3 months , a withdrew rs . 5000 while b invested rs . 5000 more . after 3 more months . c joins the business with a capital of rs . 21000 . the share of b exceeds that of c , out of a total profit of rs . 26400 after one year by|rs . 2400|rs . 3000|rs . 3600|rs . 4800|rs . 3000
131|2|in what proportion must flour at $ 0.8 per pound be mixed with flour at $ 0.9 per pound so that the mixture costs $ 0.815 per pound ?|1 : 3|1 : 2|6 : 1|2 : 1|1 : 2
132|2|if the cost price of 20 articles is equal to the selling price of 25 articles , what is the % profit or % loss made by the merchant ?|25 % loss|25 % profit|20 % loss|20 % profit|25 % profit
133|2|in a 500 m race , the ratio of the speeds of two contestants a and b is 3 : 4 . a has a start of 155 m . then , a wins by :|60 m|20 m|40 m|20 m|20 m
134|2|dan ' s age after 16 years will be 6 times his age 4 years ago . what is the present age of dan ?|8|10|12|14|10
135|2|the ratio of two quantities is 10 : 7 . if each of the quantities is increased by 2 , their ratio changes to 15 : 11 then the greatest number is ?|10|12|15|16|12
136|2|after decreasing 24 % in the price of an article costs rs . 1216 . find the actual cost of an article ?|1667|6789|1200|1600|6789
137|2|a student traveled 10 percent of the distance of the trip alone , continued another 30 miles with a friend , and then finished the last half of the trip alone . how many miles long was the trip ?|75|100|125|150|100
138|2|a bag marked at $ 250 is sold for $ 120 . the rate of discount is ?|10 %|25 %|20 %|52 %|25 %
139|2|the ratio of 2 numbers is 3 : 7 and their h . c . f . is 12 . their l . c . m . is ?|20|24|252|136|24
140|2|average between two sets of numbers is closer to the set with morenumbers ?|70|80|85|90|80
141|2|a can do a piece of work in 20 days and b alone can do it in 10 days . b works at it for 5 days and then leaves . a alone can finish the remaining work in|10 days|6 days|7.5 days|8.5 days|6 days
142|2|what is the probability that the sum of two dice will yield a 6 , and then when both are thrown again , their sum will again yield a 6 ? assume that each die has 5 sides with faces numbered 1 to 5 .|1 / 144|1 / 25|1 / 12|1 / 6|1 / 25
143|2|the average of runs of a cricket player of 10 innings was 34 . how many runs must he make in his next innings so as to increase his average of runs by 4 ?|78|79|85|87|79
144|2|a truck covers a distance of 288 km at a certain speed in 8 hours . how much time would a car take at an average speed which is 18 kmph more than that of the speed of the truck to cover a distance which is 90 km more than that travelled by the truck ?|6 hours|5 hours|7 hours|8 hours|5 hours
145|2|a , b and c play a cricket match . the ratio of the runs scored by them in the match is a : b = 2 : 3 and b : c = 2 : 5 . if the total runs scored by all of them are 75 , the runs scored by b are ? a . 15 b . 18|22|18|99|77|18
146|2|if 65 percent of a class answered the first question on a certain test correctly , 50 percent answered the second question on the test correctly , and 20 percent answered neither of the questions correctly , what percent answered both correctly ?|25 %|30 %|35 %|40 %|30 %
147|2|john and ingrid pay 30 % and 40 % tax annually , respectively . if john makes $ 56000 and ingrid makes $ 73000 , what is their combined tax rate ?|32 %|34.4 %|35 %|35.6 %|34.4 %
148|2|the average ( arithmetic mean ) of 20 , 40 , and 60 is 6 more than the average of 10 , 70 , and what number ?|15|25|35|22|25
149|2|the average height of 20 students in a class was calculated as 175 cm . it has later found that the height of one of the students in the class was incorrectly written as 151 cm whereas the actual height was 131 cm . what was the actual average height of the students in the class ?|174 cm|173 cm|172 cm|171 cm|173 cm
150|2|a certain number of workers can do a work in 85 days . if there were 10 workers more it could be finished in 10 days less . how many workers are there ?|75|30|28|24|30
151|2|car z travels 48 miles per gallon of gasoline when driven at a constant rate of 45 miles per hour , but travels 20 percent fewer miles per gallon of gasoline when driven at a constant rate of 60 miles per hour . how many miles does car z travel on 10 gallons of gasoline when driven at a constant rate of 60 miles per hour ?|320|384|400|408.3|384
152|2|mr yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport . he saves the remaining amount . if his savings at the end of the year were 24000 , how much amount per month would he have spent on clothes and transport ?|2000|8076|9691.2|4845.6|8076
153|2|in the class of 50 students , 30 speak tamil and 40 speak telugu . what is the lowest possible number of students who speak both the languages ?|8|10|20|30|10
154|2|two trains start simultaneously from opposite ends of a 175 - km route and travel toward each other on parallel tracks . train x , traveling at a constant rate , completes the 175 - km trip in 4 hours . train y , travelling at a constant rate , completes the 175 - km trip in 3 hours . how many kilometers had train x traveled when it met train y ?|66|69|72|75|69
155|2|the sum of two numbers is 16 . the difference is 4 . what are the two numbers ? let x be the first number . ley y be the second number x + y = 16 x - y = 4|10 and 6|10 and 5|10 and 4|10 and 3|10 and 5
156|2|if 6 x = 8 y = 10 z , then what is a possible sum of positive integers x , y , and z ?|52|58|84|94|58
157|2|what is the rate percent when the simple interest on rs . 2000 amount to rs . 320 in 4 years ?|4.5 %|4.25 %|4 %|4.3 %|4.25 %
158|2|a ratio between two numbers is 4 : 5 and their l . c . m . is 200 . the first number is|60|40|20|15|40
159|2|10 camels cost as much as 24 horses , 16 horses cost as much as 4 oxen and 6 oxen as much as 4 elephants . if the cost of 10 elephants is rs . 170000 , find the cost of a camel ?|rs . 9800|rs . 3800|rs . 9800|rs . 6800|rs . 3800
160|2|a sum of money at simple interest amounts to rs . 835 in 3 years and to rs . 854 in 4 years . the sum is :|647|698|778|847|698
161|2|if a person walks at 10 km / hr instead of 8 km / hr , he would have walked 14 km more . the actual distance traveled by him is ?|50|40|56|16|40
162|2|if twice of a number divided by 3 d gives 20 as the remainder , and 5 times of the same number gives 32 as the remainder . what will be the value of d ?|11|12|15|14|12
163|2|17 : 71 : : 18 : ?|80|25|36|81|25
164|2|3 people candidates contested an election and they received 1136 , 7636 and 11628 votes respectively . what is the percentage of the total votes did the winning candidate get ?|40 %|45 %|57 %|58 %|45 %
165|2|in the faculty of reverse - engineering , 500 second year students study numeric methods , 300 second year students study automatic control of airborne vehicles and 300 second year students study them both . how many students are there in the faculty if the second year students are approximately 50 % of the total ?|1100|1200|1150|1000|1200
166|2|what annual installment will discharge a debt of $ 1092 due in 3 years at 12 % simple interest ?|$ 210|$ 115|$ 295|$ 325|$ 115
167|2|a spirit and water solution is sold in a market . the cost per liter of the solution is directly proportional to the part ( fraction ) of spirit ( by volume ) the solution has . a solution of 1 liter of spirit and 1 liter of water costs 40 cents . how many cents does a solution of 1 liter of spirit and 2 liters of water cost ?|40|33|50|51|33
168|2|set q consists of integers { 3 , - 8 , y , 19 , - 6 } and set b consists of integers { k , - 3 , 0 , 16 , - 5 , 9 } . number l represents the median of set q , number m represents mode of set b and number z = l ^ m . if y is an integer greater than 21 , for what value of k will z be a divisor of 26 ?|- 2|- 1|0|1|- 1
169|2|gold is 19 times as heavy as water and copper is 9 times as heavy as water . in what ratio should these be mixed to get an alloy 13 times as heavy as water ?|1 : 2|2 : 3|4 : 1|5 : 2|2 : 3
170|2|x and y are both integers . if x / y = 59.60 , then what is the sum of all the possible two digit remainders of x / y ?|560|315|672|900|315
